ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS
8107	tongue	Tommo_So	nííndɛ́	n íː n d ɛ́
8108	tongue	Tomo_Kan_Diangassagou	lɛ̀rdɛ̀ⁿ	l ɛ̀ r d ɛ̃̀
8109	tongue	Tomo_Kan_Segue	yɛ̀rɛ̀dɛ̀ⁿ	j ɛ̀ r ɛ̀ d ɛ̃̀
8110	tongue	Toro_Tegu	lèlá	l è l á
8111	tongue	Yanda_Dom	nɛ̀mdà	n ɛ̀ m d à
8112	tongue	Yorno_So	nɛ́nɛ́	n ɛ́ n ɛ́
8113	tongue	Yorno_So	nɛ̀nɛ̌:	n ɛ̀ n ɛ̌ː
8114	tongue	Donno_So	nɛ́:ndɛ̀	n ɛ́ː n d ɛ̀
8115	tooth	Ampari	kéndá	k é n d á
8116	tooth	Bangime	n nɔ́ɔ̀ ŋɔ́ síìⁿ	n # n ɔ̂ː # ŋ ɔ́ # s ĩ̂ː
8117	tooth	Bankan_Tey	ɲìrⁿɛ́	ɲ ì r̃ ɛ́
8118	tooth	Bankan_Tey	ŋìrⁿɛ́	ŋ ì r̃ ɛ́
8119	tooth	Ben_Tey	ìrⁿí	ì r̃ í
8120	tooth	Ben_Tey	ìrⁿú	ì r̃ ú
8121	tooth	Bunoge	ʔínì	ʔ í n ì
8122	tooth	Dogul_Dom	íínò	íː n ò
8123	tooth	Gourou	ìrⁿé	ì r̃ é
8124	tooth	Jamsay_Douentza	ìrⁿé	ì r̃ é
8125	tooth	Jamsay_Mondoro	èrⁿé	è r̃ é
8126	tooth	Mombo	ínnì	í n n ì
8127	tooth	Najamba	ìnɛ̌:	ì n ɛ̌ː
8128	tooth	Najamba	ìnɔ̌:	ì n ɔ̌ː
8129	tooth	Nanga	ìnɛ́	ì n ɛ́
8130	tooth	Nanga	ìrⁿɛ́	ì r̃ ɛ́
8131	tooth	Nanga	ǹnɛ́	ǹ n ɛ́
8132	tooth	Penange	ìnì	ì n ì
8133	tooth	Perge_Tegu	ìrⁿé	ì r̃ é
8134	tooth	Sangha_So	tɔ́rⁿú	t ɔ́ r̃ ú
8135	tooth	Tebul_Ure	ǐn	ǐ n
8136	tooth	Tebul_Ure	ìnú	ì n ú
8137	tooth	Tiranige	íníŋgé	í n í ŋ ɡ é
8138	tooth	Togo_Kan	ìrⁿí	ì r̃ í
8139	tooth	Tommo_So	ìnú	ì n ú
8140	tooth	Tomo_Kan_Diangassagou	ʔìnì	ʔ ì n ì
8141	tooth	Tomo_Kan_Segue	ʔìnì	ʔ ì n ì
8142	tooth	Toro_Tegu	jìrⁿó	dʒ ì r̃ ó
8143	tooth	Yanda_Dom	ìn	ì n
8144	tooth	Yorno_So	ɛ̌n	ɛ̌ n
8145	tooth	Donno_So	ìnú	ì n ú
8146	travel	Bangime	ŋwɔ̀ mɛ́ nà	ŋ w ɔ̀ # m ɛ́ # n à
8147	travel	Bangime	ŋwɔ̀ mɛ́ ná wòrè	ŋ w ɔ̀ # m ɛ́ # n á # w ò r è
8148	travel	Bankan_Tey	dáwà káŋ	d á w à # k á ŋ
8149	travel	Ben_Tey	dáwɛ́	d á w ɛ́
8150	travel	Jamsay_Douentza	dáwá	d á w á
8151	travel	Jamsay_Douentza	dáwɛ́	d á w ɛ́
8152	travel	Mombo	égí kání	é ɡ í # k á n í
8153	travel	Najamba	dáwɛ́	d á w ɛ́
8154	travel	Najamba	ín	í n
8155	travel	Najamba	ìnè	ì n è
8156	travel	Nanga	dáwɛ́	d á w ɛ́
8157	travel	Perge_Tegu	dáwɛ́	d á w ɛ́
8158	travel	Togo_Kan	yǎ:	j ǎː
8159	travel	Togo_Kan	yě	j ě
8160	travel	Tommo_So	dámmá yàá	d á m m á # j ǎː
8161	travel	Tommo_So	táŋá yàá	t á ŋ á # j ǎː
8162	travel	Toro_Tegu	bòrú	b ò r ú
8163	travel	Toro_Tegu	yá yây	j á # j â j
8164	travel	Yanda_Dom	ún	ú n
8165	travel	Yorno_So	àná yǎ:	à n á # j ǎː
8166	travel	Yorno_So	òjî: gǒ:	ò dʒ îː # ɡ ǒː
8167	tree bark	Ampari	òwá	ò w á
8168	tree bark	Bangime	kʷéɛ̀	kʷ é ɛ̀
8169	tree bark	Bangime	ʒàɣà	ʒ à ɣ à
8170	tree bark	Bankan_Tey	kòkòmbû:	k ò k ò m b ûː
8171	tree bark	Bankan_Tey	tùndú	t ù n d ú
8172	tree bark	Ben_Tey	kìkòmbî:	k ì k ò m b îː
8173	tree bark	Ben_Tey	kòmbî:	k ò m b îː
8174	tree bark	Ben_Tey	kùkòmbî:	k ù k ò m b îː
8175	tree bark	Bunoge	kòbàlì	k ò b à l ì
8176	tree bark	Bunoge	tìlìŋgékòbálì	t ì l ì ŋ ɡ é k ò b á l ì
8177	tree bark	Dogul_Dom	kìŋìnɔ̀ kɔ̀mùnú	k ì ŋ ì n ɔ̀ # k ɔ̀ m ù n ú
8178	tree bark	Gourou	zǎyⁿ	z ǎ j̃
8179	tree bark	Jamsay_Douentza	jǎyⁿ	dʒ ǎ j̃
8180	tree bark	Jamsay_Douentza	jêy	dʒ ê j
8181	tree bark	Jamsay_Mondoro	kǒw	k ǒ w
8182	tree bark	Mombo	kòmbòlí	k ò m b ò l í
8183	tree bark	Nanga	tùmà	t ù m à
8184	tree bark	Nanga	tùmàpô:	t ù m à p ôː
8185	tree bark	Penange	témbú	t é m b ú
8186	tree bark	Perge_Tegu	gɛ̂:ⁿ	ɡ ɛ̃̂ː
8187	tree bark	Sangha_So	jóórú	dʒ óː r ú
8188	tree bark	Sangha_So	kóbú	k ó b ú
8189	tree bark	Tebul_Ure	kóbé	k ó b é
8190	tree bark	Tiranige	kóy	k ó j
8191	tree bark	Togo_Kan	kòkǒ:	k ò k ǒː
8192	tree bark	Tommo_So	jóyⁿ	dʒ ó j̃
8193	tree bark	Tommo_So	kókóbú	k ó k ó b ú
8194	tree bark	Tomo_Kan_Segue	kú	k ú
8195	tree bark	Toro_Tegu	kǒw	k ǒ w
8196	tree bark	Toro_Tegu	tìwⁿá kôw	t ì w̃ á # k ô w
8197	tree bark	Yanda_Dom	tìmèsábú	t ì m è s á b ú
8198	tree bark	Donno_So	kòmbě:	k ò m b ěː
8199	tree or large woody shrub	Ampari	tìŋgɔ́	t ì ŋ ɡ ɔ́
8200	tree or large woody shrub	Bangime	dʷàɛ̀	dʷ à ɛ̀
8201	tree or large woody shrub	Bangime	dʷàà	dʷ àː
8202	tree or large woody shrub	Bankan_Tey	tìměyⁿ	t ì m ě j̃
8203	tree or large woody shrub	Ben_Tey	tìwⁿɛ̌yⁿ	t ì w̃ ɛ̌ j̃
8204	tree or large woody shrub	Bunoge	tílíŋgè	t í l í ŋ ɡ è
8205	tree or large woody shrub	Dogul_Dom	kíŋúnɔ̀	k í ŋ ú n ɔ̀
8206	tree or large woody shrub	Jamsay_Douentza	tìwⁿé	t ì w̃ é
8207	tree or large woody shrub	Jamsay_Mondoro	tìwⁿɛ́	t ì w̃ ɛ́
8208	tree or large woody shrub	Mombo	tíníŋgɔ̀	t í n í ŋ ɡ ɔ̀
8209	tree or large woody shrub	Najamba	tìmɛ̂:	t ì m ɛ̂ː
8210	tree or large woody shrub	Najamba	tìmɔ̂:	t ì m ɔ̂ː
8211	tree or large woody shrub	Nanga	tùmá	t ù m á
8212	tree or large woody shrub	Penange	tìndìgɔ̀	t ì n d ì ɡ ɔ̀
8213	tree or large woody shrub	Perge_Tegu	tìwⁿɛ́	t ì w̃ ɛ́
8214	tree or large woody shrub	Tebul_Ure	tìmǎ:	t ì m ǎː
8215	tree or large woody shrub	Tiranige	tílŋgɔ́	t í l ŋ ɡ ɔ́
8216	tree or large woody shrub	Togo_Kan	tìmɛ́	t ì m ɛ́
8217	tree or large woody shrub	Tommo_So	tìmɛ́	t ì m ɛ́
8218	tree or large woody shrub	Tommo_So	ùrìyó	ù r ì j ó
8219	tree or large woody shrub	Toro_Tegu	tìwⁿá	t ì w̃ á
8220	tree or large woody shrub	Toro_Tegu	tìwⁿàná:	t ì w̃ à n áː
8221	tree or large woody shrub	Yanda_Dom	tìmè	t ì m è
8222	tree or large woody shrub	Yanda_Dom	tìmɛ̀	t ì m ɛ̀
8223	tree or large woody shrub	Yorno_So	tɛ̀wⁿɛ́	t ɛ̀ w̃ ɛ́
8224	tree or large woody shrub	Donno_So	tìmmɛ́	t ì m m ɛ́
8225	turn, veer, change direction	Bangime	ɡòmbíjɛ́	ɡ ò m b í dʒ ɛ́
8226	turn, veer, change direction	Bankan_Tey	jɛ̀ŋgí gó	dʒ ɛ̀ ŋ ɡ í # ɡ ó
8227	turn, veer, change direction	Ben_Tey	wàŋgí	w à ŋ ɡ í
8228	turn, veer, change direction	Bunoge	báŋgúlè	b á ŋ ɡ ú l è
8229	turn, veer, change direction	Jamsay_Douentza	bàná gǒ:	b à n á # ɡ ǒː
8230	turn, veer, change direction	Jamsay_Douentza	yɛ̀gɛ́ gǒ:	j ɛ̀ ɡ ɛ́ # ɡ ǒː
8231	turn, veer, change direction	Mombo	kígílyè	k í ɡ í l j è
8232	turn, veer, change direction	Najamba	wàŋgè	w à ŋ ɡ è
8233	turn, veer, change direction	Najamba	wàŋgí	w à ŋ ɡ í
8234	turn, veer, change direction	Nanga	wàŋí	w à ŋ í
8235	turn, veer, change direction	Penange	wáŋgúlè	w á ŋ ɡ ú l è
8236	turn, veer, change direction	Perge_Tegu	wàŋgá	w à ŋ ɡ á
8237	turn, veer, change direction	Tiranige	gɔ́ndɔ́	ɡ ɔ́ n d ɔ́
8238	turn, veer, change direction	Togo_Kan	wàŋá	w à ŋ á
8239	turn, veer, change direction	Tommo_So	pógíyó	p ó ɡ í j ó
8240	turn, veer, change direction	Tommo_So	wàŋá	w à ŋ á
8241	turn, veer, change direction	Toro_Tegu	gɔ̌ŋ	ɡ ɔ̌ ŋ
8242	turn, veer, change direction	Toro_Tegu	gɔ̀ŋɔ́	ɡ ɔ̀ ŋ ɔ́
8243	turn, veer, change direction	Yanda_Dom	wǎŋ	w ǎ ŋ
8244	turn, veer, change direction	Yanda_Dom	wàŋàlí	w à ŋ à l í
8245	turn, veer, change direction	Yorno_So	wàŋá	w à ŋ á
8246	turn, veer, change direction	Yorno_So	wàŋú	w à ŋ ú
8247	turn, veer, change direction	Tebul_Ure	wàŋg-í:	w à ŋ ɡ íː
8248	turn, veer, change direction	Dogul_Dom	wàŋé	w à ŋ é
8249	turn, veer, change direction	Donno_So	wàŋá	w à ŋ á
8250	turn, veer, change direction	Donno_So	wáŋ-ì	w á ŋ ì
8251	two	Ampari	é:ŋgá	éː ŋ ɡ á
8252	two	Bangime	jìndò	dʒ ì n d ò
8253	two	Bankan_Tey	yǒy	j ǒ j
8254	two	Ben_Tey	yěy	j ě j
8255	two	Bunoge	dè:gà	d èː ɡ à
8256	two	Dogul_Dom	néégè	n éː ɡ è
8257	two	Gourou	lɛ̌y	l ɛ̌ j
8258	two	Jamsay_Douentza	lɛ̌y	l ɛ̌ j
8259	two	Jamsay_Mondoro	lɛ̌y	l ɛ̌ j
8260	two	Mombo	nɛ́:ŋgá	n ɛ́ː ŋ ɡ á
8261	two	Najamba	nô:y	n ôː j
8262	two	Nanga	wǒy	w ǒ j
8263	two	Penange	gè nègá	ɡ è # n è ɡ á
8264	two	Penange	nègà	n è ɡ à
8265	two	Penange	né:ŋgá	n éː ŋ ɡ á
8266	two	Perge_Tegu	lěy	l ě j
8267	two	Sangha_So	léj	l é dʒ
8268	two	Tebul_Ure	lé:rú	l éː r ú
8269	two	Tiranige	nì:ŋgà	n ìː ŋ ɡ à
8270	two	Togo_Kan	lɔ́y	l ɔ́ j
8271	two	Tommo_So	néé	n éː
8272	two	Toro_Tegu	lěy	l ě j
8273	two	Yanda_Dom	yènɔ́:	j è n ɔ́ː
8274	two	Yanda_Dom	nɔ́:	n ɔ́ː
8275	two	Yorno_So	lɛ́y	l ɛ́ j
8276	two	Donno_So	lɛ᷈y	l ɛ᷈ j
8277	un- (negative adjectival derivational morpheme)	Tiranige	ná	n á
8278	under (sth)	Ampari	dúmbè	d ú m b è
8279	under (sth)	Bangime	ɡúrù	ɡ ú r ù
8280	under (sth)	Bankan_Tey	bóndò:	b ó n d òː
8281	under (sth)	Bankan_Tey	búwò	b ú w ò
8282	under (sth)	Ben_Tey	bólò:	b ó l òː
8283	under (sth)	Bunoge	bù:nà à	b ùː n à # à
8284	under (sth)	Gourou	dósù	d ó s ù
8285	under (sth)	Jamsay_Douentza	mà dójù	m à # d ó dʒ ù
8286	under (sth)	Jamsay_Douentza	mà dójú lé	m à # d ó dʒ ú # l é
8287	under (sth)	Mombo	sí: sùgù:ⁿ	s íː # s ù ɡ ũ̀ː
8288	under (sth)	Najamba	mà	m à
8289	under (sth)	Penange	bà	b à
8290	under (sth)	Perge_Tegu	wà bɛ̀rɛ̂:	w à # b ɛ̀ r ɛ̂ː
8291	under (sth)	Tebul_Ure	nɛ̀	n ɛ̀
8292	under (sth)	Tiranige	ŋà	ŋ à
8293	under (sth)	Togo_Kan	bɔ́rɔ̀	b ɔ́ r ɔ̀
8294	under (sth)	Tommo_So	dúú nɛ	d úː # n ɛ
8295	under (sth)	Toro_Tegu	dósù	d ó s ù
8296	under (sth)	Yanda_Dom	nà	n à
8297	under (sth)	Yorno_So	dû:	d ûː
8298	under (sth)	Yorno_So	dû: nɛ̀	d ûː # n ɛ̀
8299	under (sth)	Dogul_Dom	sìgà-ŋ̀ dà:	s ì ɡ à ŋ̀ # d àː
8300	under (sth)	Dogul_Dom	dùndù-ŋ dà:	d ù n d ù ŋ # d àː
8301	under (sth)	Donno_So	jòè rà:	dʒ ò è # r àː
8302	under (sth)	Nanga	dósì gò	d ó s ì # ɡ ò
8303	under (sth)	Nanga	dósì	d ó s ì
8304	vomit (verb only)	Bangime	ɲɛ̀ɛ́ndí	ɲ ɛ̌ː n d í
8305	vomit (verb only)	Bankan_Tey	gùrá	ɡ ù r á
8306	vomit (verb only)	Ben_Tey	gùrɔ́	ɡ ù r ɔ́
8307	vomit (verb only)	Bunoge	sɛ̂:	s ɛ̂ː
8308	vomit (verb only)	Dogul_Dom	wɛ̀sɛ́	w ɛ̀ s ɛ́
8309	vomit (verb only)	Gourou	tɔ́:	t ɔ́ː
8310	vomit (verb only)	Jamsay_Douentza	tɔ́:	t ɔ́ː
8311	vomit (verb only)	Jamsay_Mondoro	tɔ́:	t ɔ́ː
8312	vomit (verb only)	Mombo	sóríŋgè swɛ́:	s ó r í ŋ ɡ è # s w ɛ́ː
8313	vomit (verb only)	Najamba	úl	ú l
8314	vomit (verb only)	Najamba	ùlè	ù l è
8315	vomit (verb only)	Nanga	úró	ú r ó
8316	vomit (verb only)	Penange	swɛ́:	s w ɛ́ː
8317	vomit (verb only)	Perge_Tegu	gùrɔ́	ɡ ù r ɔ́
8318	vomit (verb only)	Sangha_So	gùrɔ́	ɡ ù r ɔ́
8319	vomit (verb only)	Tebul_Ure	gùlɔ́	ɡ ù l ɔ́
8320	vomit (verb only)	Tiranige	ɛ́njɔ́	ɛ́ n dʒ ɔ́
8321	vomit (verb only)	Togo_Kan	gùrɔ́	ɡ ù r ɔ́
8322	vomit (verb only)	Tommo_So	gùlɔ́	ɡ ù l ɔ́
8323	vomit (verb only)	Tomo_Kan_Diangassagou	gùlɛ̀	ɡ ù l ɛ̀
8324	vomit (verb only)	Tomo_Kan_Segue	gùlɛ̀	ɡ ù l ɛ̀
8325	vomit (verb only)	Toro_Tegu	bìtó	b ì t ó
8326	vomit (verb only)	Toro_Tegu	bìtú	b ì t ú
8327	vomit (verb only)	Toro_Tegu	gùrɔ́	ɡ ù r ɔ́
8328	vomit (verb only)	Toro_Tegu	gùrú	ɡ ù r ú
8329	vomit (verb only)	Yanda_Dom	úló	ú l ó
8330	vomit (verb only)	Yanda_Dom	ùlòlí	ù l ò l í
8331	vomit (verb only)	Yorno_So	gùlɔ́	ɡ ù l ɔ́
8332	vomit (verb only)	Donno_So	wɛ̀dɛ́	w ɛ̀ d ɛ́
8333	vomit (verb only)	Donno_So	wɛ́d-ɛ̀	w ɛ́ d ɛ̀
8334	wash (clothing)	Bangime	pùɡá	p ù ɡ á
8335	wash (clothing)	Bangime	túràà	t ú r àː
8336	wash (clothing)	Bankan_Tey	súkó	s ú k ó
8337	wash (clothing)	Ben_Tey	mɔ̀ɣɔ́	m ɔ̀ ɣ ɔ́
8338	wash (clothing)	Bunoge	múndɛ̀	m ú n d ɛ̀
8339	wash (clothing)	Dogul_Dom	mɔ̀gɛ́	m ɔ̀ ɡ ɛ́
8340	wash (clothing)	Gourou	súmó	s ú m ó
8341	wash (clothing)	Jamsay_Douentza	súmó	s ú m ó
8342	wash (clothing)	Jamsay_Mondoro	súmó	s ú m ó
8343	wash (clothing)	Mombo	mɔ́gɛ́	m ɔ́ ɡ ɛ́
8344	wash (clothing)	Najamba	mɔ̀gɛ́	m ɔ̀ ɡ ɛ́
8345	wash (clothing)	Nanga	mɔ̀gɔ́	m ɔ̀ ɡ ɔ́
8346	wash (clothing)	Penange	mɔ́gɛ́	m ɔ́ ɡ ɛ́
8347	wash (clothing)	Perge_Tegu	súmbɔ́	s ú m b ɔ́
8348	wash (clothing)	Sangha_So	mɔ̀ŋú	m ɔ̀ ŋ ú
8349	wash (clothing)	Tiranige	mɔ́gɔ́	m ɔ́ ɡ ɔ́
8350	wash (clothing)	Togo_Kan	súmɔ́	s ú m ɔ́
8351	wash (clothing)	Tommo_So	mɔ̀gɔ́	m ɔ̀ ɡ ɔ́
8352	wash (clothing)	Toro_Tegu	mɔ̀gɔ́	m ɔ̀ ɡ ɔ́
8353	wash (clothing)	Toro_Tegu	mɔ̀gú	m ɔ̀ ɡ ú
8354	wash (clothing)	Yanda_Dom	mɔ̀gàlí	m ɔ̀ ɡ à l í
8355	wash (clothing)	Yanda_Dom	mɔ̀gɔ́	m ɔ̀ ɡ ɔ́
8356	wash (clothing)	Yorno_So	súmɔ́	s ú m ɔ́
8357	wash (clothing)	Donno_So	mɔ̀gɔ́	m ɔ̀ ɡ ɔ́
8358	wash (clothing)	Donno_So	mɔ́g-ɛ̀	m ɔ́ ɡ ɛ̀
8359	water	Ampari	mí:	m íː
8360	water	Bangime	ɥíɛ̀	ɥ í ɛ̀
8361	water	Bankan_Tey	nî:	n îː
8362	water	Ben_Tey	nî:	n îː
8363	water	Bunoge	gɔ́	ɡ ɔ́
8364	water	Dogul_Dom	ʔɲ́ì	ʔ ɲ́ ì
8365	water	Dogul_Dom	ʔɲ́ù	ʔ ɲ́ ù
8366	water	Gourou	ní:	n íː
8367	water	Jamsay_Douentza	ní:	n íː
8368	water	Jamsay_Mondoro	ní:	n íː
8369	water	Mombo	mî:	m îː
8370	water	Najamba	ínjé	í n dʒ é
8371	water	Najamba	íŋgé	í ŋ ɡ é
8372	water	Nanga	nî:	n îː
8373	water	Penange	mì:	m ìː
8374	water	Perge_Tegu	ní:	n íː
8375	water	Sangha_So	díí	d íː
8376	water	Tebul_Ure	ínjé	í n dʒ é
8377	water	Tiranige	mí:	m íː
8378	water	Togo_Kan	dí:	d íː
8379	water	Tommo_So	díí	d íː
8380	water	Tomo_Kan_Segue	jí:	dʒ íː
8381	water	Toro_Tegu	ní	n í
8382	water	Yanda_Dom	ínjú	í n dʒ ú
8383	water	Yorno_So	dǐ:	d ǐː
8384	water	Donno_So	dî:	d îː
8385	weaver	Bangime	dɛ̌ɡɛ̀ ʃìjɛ́ⁿ	d ɛ̌ ɡ ɛ̀ # ʃ ì dʒ ɛ̃́
8386	weaver	Bankan_Tey	jèsìrètǐ:m	dʒ è s ì r è t ǐː m
8387	weaver	Bankan_Tey	gèsìrètǐ:mbô:	ɡ è s ì r è t ǐː m b ôː
8388	weaver	Bankan_Tey	sú:rá	s úː r á
8389	weaver	Bankan_Tey	sú:rám	s úː r á m
8390	weaver	Bankan_Tey	tìyú	t ì j ú
8391	weaver	Ben_Tey	jè:sètìyǐm	dʒ èː s è t ì j ǐ m
8392	weaver	Ben_Tey	sú:rɔ́	s úː r ɔ́
8393	weaver	Ben_Tey	sú:rɔ́m	s úː r ɔ́ m
8394	weaver	Ben_Tey	tìyú	t ì j ú
8395	weaver	Bunoge	gɛ̀jǐtíyɛ́bò	ɡ ɛ̀ dʒ ǐ t í j ɛ́ b ò
8396	weaver	Jamsay_Douentza	sùrgɔ̌n	s ù r ɡ ɔ̌ n
8397	weaver	Mombo	gɛ̀zì tí	ɡ ɛ̀ z ì # t í
8398	weaver	Najamba	gè:jùtìyé	ɡ èː dʒ ù t ì j é
8399	weaver	Najamba	sɔ̀:tìyé	s ɔ̀ː t ì j é
8400	weaver	Najamba	tǐymbó	t ǐ j m b ó
8401	weaver	Nanga	yùrùtɛ̌:	j ù r ù t ɛ̌ː
8402	weaver	Nanga	súrágá	s ú r á ɡ á
8403	weaver	Penange	gèjìtìy	ɡ è dʒ ì t ì j
8404	weaver	Perge_Tegu	súrúgɔ̀n	s ú r ú ɡ ɔ̀ n
8405	weaver	Sangha_So	sɔ̀j tɛ́ɛ́nɛ́	s ɔ̀ dʒ # t ɛ́ː n ɛ́
8406	weaver	Tebul_Ure	ɛ̀dɛ̀tě:	ɛ̀ d ɛ̀ t ěː
8407	weaver	Tiranige	jɛ̀jítí:	dʒ ɛ̀ dʒ í t íː
8408	weaver	Togo_Kan	súrúgɔ́	s ú r ú ɡ ɔ́
8409	weaver	Tommo_So	sɔ̀w tíyⁿínɛ́	s ɔ̀ w # t í j̃ í n ɛ́
8410	weaver	Tommo_So	tíyínɛ́	t í j í n ɛ́
8411	weaver	Tomo_Kan_Segue	sùrùgáⁿ	s ù r ù ɡ ã́
8412	weaver	Toro_Tegu	yɔ̀rùtínú	j ɔ̀ r ù t í n ú
8413	weaver	Toro_Tegu	tím	t í m
8414	weaver	Yanda_Dom	sɔ̀ŋtìy	s ɔ̀ ŋ t ì j
8415	weaver	Yorno_So	sɔ̀y	s ɔ̀ j
8416	weaver	Dogul_Dom	gès-gěs	ɡ è s ɡ ě s
8417	weaver	Donno_So	jɛ̀dù-tɛ́-ý-nɛ̀	dʒ ɛ̀ d ù t ɛ́ j́ n ɛ̀
8418	weep (verb only)	Bangime	ʒíí	ʒ íː
8419	weep (verb only)	Bankan_Tey	yɔ́	j ɔ́
8420	weep (verb only)	Ben_Tey	yɔ́	j ɔ́
8421	weep (verb only)	Bunoge	pê:	p êː
8422	weep (verb only)	Gourou	ɛ́:ⁿ	ɛ̃́ː
8423	weep (verb only)	Jamsay_Douentza	ɛ̌:ⁿ	ɛ̃̌ː
8424	weep (verb only)	Jamsay_Douentza	pé:	p éː
8425	weep (verb only)	Jamsay_Mondoro	ɛ̌:ⁿ	ɛ̃̌ː
8426	weep (verb only)	Mombo	wɛ́:	w ɛ́ː
8427	weep (verb only)	Najamba	ɲɛ́	ɲ ɛ́
8428	weep (verb only)	Najamba	ɲɛ̀	ɲ ɛ̀
8429	weep (verb only)	Nanga	kóyó	k ó j ó
8430	weep (verb only)	Penange	wwɛ́:	w w ɛ́ː
8431	weep (verb only)	Perge_Tegu	kóyó	k ó j ó
8432	weep (verb only)	Sangha_So	píí	p íː
8433	weep (verb only)	Tiranige	kɔ́mɔ́	k ɔ́ m ɔ́
8434	weep (verb only)	Togo_Kan	kɔ́:ⁿ	k ɔ̃́ː
8435	weep (verb only)	Tommo_So	píyé	p í j é
8436	weep (verb only)	Toro_Tegu	yɛ́	j ɛ́
8437	weep (verb only)	Toro_Tegu	yí	j í
8438	weep (verb only)	Toro_Tegu	pé	p é
8439	weep (verb only)	Toro_Tegu	pí	p í
8440	weep (verb only)	Yanda_Dom	yálì	j á l ì
8441	weep (verb only)	Yanda_Dom	yɛ́	j ɛ́
8442	weep (verb only)	Yorno_So	yé:	j éː
8443	weep (verb only)	Yorno_So	pí:	p íː
8444	weep (verb only)	Dogul_Dom	yɛ̂:	j ɛ̂ː
8445	weep (verb only)	Donno_So	yǎ:	j ǎː
8446	weep (verb only)	Donno_So	yá-ỳ	j á j̀
8447	wet (adjective)	Bangime	m múⁿ	m # m ṹ
8448	wet (adjective)	Bankan_Tey	ɔ̀rúm	ɔ̀ r ú m
8449	wet (adjective)	Ben_Tey	ɔ̀rú	ɔ̀ r ú
8450	wet (adjective)	Bunoge	tɛ̀mbɛ̀	t ɛ̀ m b ɛ̀
8451	wet (adjective)	Dogul_Dom	ólùgù	ó l ù ɡ ù
8452	wet (adjective)	Jamsay_Douentza	tɛ̌m	t ɛ̌ m
8453	wet (adjective)	Jamsay_Mondoro	tɛ̌m	t ɛ̌ m
8454	wet (adjective)	Mombo	ɛ́mbɛ́	ɛ́ m b ɛ́
8455	wet (adjective)	Najamba	tèmbê:	t è m b êː
8456	wet (adjective)	Najamba	tèmbô:	t è m b ôː
8457	wet (adjective)	Nanga	ɔ̀rí	ɔ̀ r í
8458	wet (adjective)	Nanga	tɛ́mbíyyɛ́	t ɛ́ m b í j j ɛ́
8459	wet (adjective)	Penange	ɛ̀mbɛ̀	ɛ̀ m b ɛ̀
8460	wet (adjective)	Perge_Tegu	ɔ̀rú	ɔ̀ r ú
8461	wet (adjective)	Perge_Tegu	tɛ́mbíyɛ́sà	t ɛ́ m b í j ɛ́ s à
8462	wet (adjective)	Sangha_So	ɔ́lú	ɔ́ l ú
8463	wet (adjective)	Tiranige	ɛ́wⁿ	ɛ́ w̃
8464	wet (adjective)	Tiranige	sómbésá	s ó m b é s á
8465	wet (adjective)	Togo_Kan	ɔ̀rú	ɔ̀ r ú
8466	wet (adjective)	Tommo_So	ɛ́nníyáádɛ̀	ɛ́ n n í j áː d ɛ̀
8467	wet (adjective)	Toro_Tegu	ɔ̀tú	ɔ̀ t ú
8468	wet (adjective)	Yanda_Dom	ɔ̀l	ɔ̀ l
8469	wet (adjective)	Yorno_So	ɔ̌l	ɔ̌ l
8470	wet (adjective)	Donno_So	ɔ̀lú	ɔ̀ l ú
8471	what?	Ampari	ìnjɛ́	ì n dʒ ɛ́
8472	what?	Bangime	nɛ́ ʃìⁿ	n ɛ́ # ʃ ĩ̀
8473	what?	Bankan_Tey	ǹjé	ǹ dʒ é
8474	what?	Ben_Tey	ǹjé	ǹ dʒ é
8475	what?	Bunoge	ʔèbégè	ʔ è b é ɡ è
8476	what?	Dogul_Dom	ŋ̀gó	ŋ̀ ɡ ó
8477	what?	Jamsay_Douentza	ìɲé	ì ɲ é
8478	what?	Mombo	ínjè	í n dʒ è
8479	what?	Najamba	yèŋgé	j è ŋ ɡ é
8480	what?	Nanga	kɔ̀ɲɛ́	k ɔ̀ ɲ ɛ́
8481	what?	Nanga	ǹɲɛ́	ǹ ɲ ɛ́
8482	what?	Penange	njɛ̀	n dʒ ɛ̀
8483	what?	Perge_Tegu	ìnjé	ì n dʒ é
8484	what?	Tebul_Ure	ìnjé	ì n dʒ é
8485	what?	Tebul_Ure	cìnjé	tʃ ì n dʒ é
8486	what?	Tiranige	ndégé	n d é ɡ é
8487	what?	Togo_Kan	ìŋé	ì ŋ é
8488	what?	Tommo_So	ńjɛ́	ń dʒ ɛ́
8489	what?	Toro_Tegu	yé	j é
8490	what?	Yanda_Dom	cìʔə̀ɲè	tʃ ì ʔ ə̀ ɲ è
8491	what?	Yanda_Dom	ʔə̀ɲè	ʔ ə̀ ɲ è
8492	what?	Yorno_So	ǹjɛ́	ǹ dʒ ɛ́
8493	what?	Donno_So	ìnjú	ì n dʒ ú
8494	what?	Donno_So	ìnjê:	ì n dʒ êː
8495	when? (at what time?)	Bankan_Tey	lɛ̀:rù àŋgú ɲâŋ	l ɛ̀ː r ù # à ŋ ɡ ú # ɲ â ŋ
