ID,CONCEPT,DOCULECT,COUNTERPART
7313,"staff, stick (general word)",Toro_Tegu,béré
7314,"staff, stick (general word)",Yanda_Dom,táná
7315,"staff, stick (general word)",Yanda_Dom,tànàbèndé
7316,"staff, stick (general word)",Yorno_So,bágá
7317,"staff, stick (general word)",Donno_So,tànná
7318,stand (verb only),Ampari,tíyò
7319,stand (verb only),Bangime,dǐndá
7320,stand (verb only),Bankan_Tey,í:
7321,stand (verb only),Ben_Tey,í:yí
7322,stand (verb only),Bunoge,ʔǐjjɛ̀
7323,stand (verb only),Dogul_Dom,ìgɛ́
7324,stand (verb only),Gourou,ígɛ́
7325,stand (verb only),Jamsay_Douentza,íjɛ́
7326,stand (verb only),Jamsay_Mondoro,íjɛ́
7327,stand (verb only),Mombo,íŋgyɛ̂:
7328,stand (verb only),Najamba,íŋgíyɛ́
7329,stand (verb only),Nanga,í:yí
7330,stand (verb only),Penange,ínjɛ̀
7331,stand (verb only),Perge_Tegu,ígíyɛ́
7332,stand (verb only),Sangha_So,íŋjɛ́
7333,stand (verb only),Tebul_Ure,íjjí:
7334,stand (verb only),Tiranige,ígíyó
7335,stand (verb only),Togo_Kan,ìgɛ́:
7336,stand (verb only),Togo_Kan,ìgî:
7337,stand (verb only),Tommo_So,íŋíyɛ́
7338,stand (verb only),Tomo_Kan_Diangassagou,ʔì:
7339,stand (verb only),Tomo_Kan_Segue,ʔì:
7340,stand (verb only),Toro_Tegu,ígó
7341,stand (verb only),Toro_Tegu,ígú
7342,stand (verb only),Yanda_Dom,íŋgílálì
7343,stand (verb only),Yanda_Dom,íŋgílɛ́
7344,stand (verb only),Yorno_So,íŋɛ́:
7345,stand (verb only),Yorno_So,íŋí:
7346,stand (verb only),Donno_So,ìɲɲ-ɛ́:-
7347,stand (verb only),Donno_So,íɲɲ-ì-ỳ
7348,star,Ampari,wɛ́: kɛ̀rɛ̀ⁿkɛ́rɛ̀
7349,star,Bangime,tòrèmɛ́
7350,star,Bankan_Tey,bàndà kɔ̀:rɔ̌y
7351,star,Ben_Tey,tóró
7352,star,Bunoge,jɔ́ŋgúlɛ̀
7353,star,Dogul_Dom,tólò
7354,star,Gourou,tóró
7355,star,Jamsay_Douentza,tóró
7356,star,Mombo,áŋkɔ́lɛ̀
7357,star,Najamba,ànjì
7358,star,Najamba,ànjìkɔ̀lɛ́
7359,star,Nanga,wà:kɔ̀rɔ́
7360,star,Penange,ɔ̀jɔ̀gɔ̀lɔ̀
7361,star,Perge_Tegu,tóró
7362,star,Sangha_So,tòró
7363,star,Tebul_Ure,tóndó:
7364,star,Tiranige,kɔ̀lɔ̀ŋkɔ́lɔ̀wⁿ
7365,star,Togo_Kan,tóró
7366,star,Tommo_So,tòndòlòý
7367,star,Toro_Tegu,sémrěy
7368,star,Yanda_Dom,sàrⁿàkɛ̀lɛ̀
7369,star,Yanda_Dom,tóndóló
7370,star,Yorno_So,tònòlòý
7371,star,Donno_So,tòlî:
7372,"stem, stalk",Bangime,ɕùlí
7373,"stem, stalk",Bankan_Tey,kɔ̀ŋgùrɔ́
7374,"stem, stalk",Ben_Tey,kɔ̀ŋgɔ̀rɔ́
7375,"stem, stalk",Ben_Tey,kɔ̀ŋɔ̀rɔ́
7376,"stem, stalk",Bunoge,kógálì
7377,"stem, stalk",Dogul_Dom,bèyég
7378,"stem, stalk",Dogul_Dom,kɔ̀gùlú
7379,"stem, stalk",Gourou,kè:rú
7380,"stem, stalk",Jamsay_Douentza,cè:rú
7381,"stem, stalk",Jamsay_Douentza,cìcè:rú
7382,"stem, stalk",Jamsay_Mondoro,cè:rú
7383,"stem, stalk",Mombo,kójí
7384,"stem, stalk",Najamba,sìmbá
7385,"stem, stalk",Najamba,sìmbáŋgó
7386,"stem, stalk",Nanga,sɔ́gɔ̂
7387,"stem, stalk",Penange,wày
7388,"stem, stalk",Perge_Tegu,kìkèrú
7389,"stem, stalk",Sangha_So,kɛ̀rú
7390,"stem, stalk",Sangha_So,líjɛ́
7391,"stem, stalk",Tebul_Ure,cèrgó
7392,"stem, stalk",Tiranige,kɔ̀jì
7393,"stem, stalk",Togo_Kan,kèrú
7394,"stem, stalk",Tommo_So,kèrù tànnààý
7395,"stem, stalk",Tommo_So,kùgɔ̀lú
7396,"stem, stalk",Tomo_Kan_Segue,cèrì
7397,"stem, stalk",Toro_Tegu,cècèrú
7398,"stem, stalk",Yanda_Dom,kàdù
7399,"stem, stalk",Yorno_So,kèrú
7400,"stem, stalk",Donno_So,kèrú
7401,"stem, stalk",Donno_So,kíndɛ̀
7402,"stone, rock",Ampari,kínì
7403,"stone, rock",Bangime,símèè
7404,"stone, rock",Bankan_Tey,kúrⁿò
7405,"stone, rock",Ben_Tey,kúrⁿù
7406,"stone, rock",Bunoge,kínì
7407,"stone, rock",Dogul_Dom,kínú
7408,"stone, rock",Gourou,tùmó
7409,"stone, rock",Jamsay_Douentza,tùmó
7410,"stone, rock",Jamsay_Mondoro,tùmó
7411,"stone, rock",Mombo,kínnì
7412,"stone, rock",Najamba,kǐnbò
7413,"stone, rock",Najamba,kìnû:
7414,"stone, rock",Nanga,kúrⁿô
7415,"stone, rock",Penange,kìn wê:
7416,"stone, rock",Penange,kìnì
7417,"stone, rock",Perge_Tegu,tùwó
7418,"stone, rock",Sangha_So,pɛ́gɛ́lɛ́
7419,"stone, rock",Tebul_Ure,cínú
7420,"stone, rock",Tiranige,cé:mbè
7421,"stone, rock",Togo_Kan,tùwó
7422,"stone, rock",Tommo_So,dúmbɔ́
7423,"stone, rock",Tommo_So,tíbé
7424,"stone, rock",Toro_Tegu,tùwó
7425,"stone, rock",Yanda_Dom,cìn
7426,"stone, rock",Yorno_So,dúmɔ́
7427,"stone, rock",Yorno_So,tìbú
7428,"stone, rock",Donno_So,tìbú
7429,"straight, direct (road)",Bangime,téè
7430,"straight, direct (road)",Jamsay_Douentza,démdém kɔ̂:
7431,"straight, direct (road)",Jamsay_Douentza,íjésà
7432,"straight, direct (road)",Mombo,dí:ⁿdí:wⁿ
7433,"straight, direct (road)",Najamba,tèndê:
7434,"straight, direct (road)",Najamba,tèndô:
7435,"straight, direct (road)",Perge_Tegu,démkɔ̂:
7436,"straight, direct (road)",Togo_Kan,dɛ́wⁿ kàⁿ
7437,"straight, direct (road)",Tommo_So,dém kànù
7438,"straight, direct (road)",Tommo_So,téndáádɛ̀
7439,"straight, direct (road)",Toro_Tegu,ìgú
7440,"straight, direct (road)",Yanda_Dom,démdém bò
7441,"straight, direct (road)",Yorno_So,démdém kɔ̂:
7442,"straight, direct (road)",Tebul_Ure,dém→ bú-ŋgò
7443,"stream, small river",Bangime,ŋɔ́ɔ́mbɛ̀
7444,"stream, small river",Bankan_Tey,gòrǒy
7445,"stream, small river",Ben_Tey,gòrǒy
7446,"stream, small river",Bunoge,yì:lì
7447,"stream, small river",Dogul_Dom,dùnnú
7448,"stream, small river",Jamsay_Douentza,góró
7449,"stream, small river",Mombo,á:mbá
7450,"stream, small river",Najamba,kólé
7451,"stream, small river",Najamba,ɔ̀ndɔ̀kóló
7452,"stream, small river",Nanga,góró
7453,"stream, small river",Penange,ɔ̀ndɔ̀gɔ̀lɔ̀
7454,"stream, small river",Perge_Tegu,gó:ró
7455,"stream, small river",Sangha_So,góró
7456,"stream, small river",Tebul_Ure,gò:ndó
7457,"stream, small river",Tiranige,ìnì
7458,"stream, small river",Togo_Kan,góró
7459,"stream, small river",Tommo_So,gòlònnó
7460,"stream, small river",Toro_Tegu,ísà
7461,"stream, small river",Yanda_Dom,gòndòlò
7462,"stream, small river",Yorno_So,góló
7463,"stroll, take (a walk) (verb only)",Bangime,bùwɛ́ ŋ kò wòré
7464,"stroll, take (a walk) (verb only)",Bangime,ŋwɔ́ⁿ
7465,"stroll, take (a walk) (verb only)",Bankan_Tey,yàríy
7466,"stroll, take (a walk) (verb only)",Ben_Tey,yàrìyí
7467,"stroll, take (a walk) (verb only)",Ben_Tey,yìlìwé
7468,"stroll, take (a walk) (verb only)",Bunoge,yí:lè
7469,"stroll, take (a walk) (verb only)",Dogul_Dom,ìné
7470,"stroll, take (a walk) (verb only)",Gourou,yèlìwé
7471,"stroll, take (a walk) (verb only)",Jamsay_Douentza,yèré
7472,"stroll, take (a walk) (verb only)",Jamsay_Douentza,yìlìwé
7473,"stroll, take (a walk) (verb only)",Jamsay_Mondoro,yìlìwé
7474,"stroll, take (a walk) (verb only)",Mombo,gílyê:
7475,"stroll, take (a walk) (verb only)",Najamba,yàlíyɛ́
7476,"stroll, take (a walk) (verb only)",Nanga,yàríyí
7477,"stroll, take (a walk) (verb only)",Penange,yígílè
7478,"stroll, take (a walk) (verb only)",Perge_Tegu,yìlìwé
7479,"stroll, take (a walk) (verb only)",Togo_Kan,gɔ̀ŋɔ́rⁿɔ́
7480,"stroll, take (a walk) (verb only)",Togo_Kan,gɔ̀ŋúrⁿù
7481,"stroll, take (a walk) (verb only)",Tommo_So,yàlíyɛ́
7482,"stroll, take (a walk) (verb only)",Toro_Tegu,tɔ́ŋúnɔ́
7483,"stroll, take (a walk) (verb only)",Toro_Tegu,tɔ́ŋúnú
7484,"stroll, take (a walk) (verb only)",Yanda_Dom,yàlìyàlí
7485,"stroll, take (a walk) (verb only)",Yanda_Dom,yàlíyɛ́
7486,"stroll, take (a walk) (verb only)",Yorno_So,yólú yàlɛ́:
7487,"stroll, take (a walk) (verb only)",Donno_So,yèd-é:
7488,"stroll, take (a walk) (verb only)",Donno_So,yéd-ì-ỳ
7489,suck (e.g. candy),Bangime,ʒúmbárà
7490,suck (e.g. candy),Bankan_Tey,ɔ́zí
7491,suck (e.g. candy),Ben_Tey,ɔ́njí
7492,suck (e.g. candy),Bunoge,bɔ́njɛ̀
7493,suck (e.g. candy),Dogul_Dom,ɔ̀ɲjɛ́
7494,suck (e.g. candy),Gourou,ɔ́sɔ́
7495,suck (e.g. candy),Jamsay_Douentza,ɔ́ɲɔ́
7496,suck (e.g. candy),Jamsay_Mondoro,ɔ́ɲɔ́
7497,suck (e.g. candy),Mombo,mílɛ́
7498,suck (e.g. candy),Najamba,ónjí
7499,suck (e.g. candy),Nanga,ɔ́njí
7500,suck (e.g. candy),Penange,ɲɛ́:
7501,suck (e.g. candy),Perge_Tegu,ɔ́njɔ́
7502,suck (e.g. candy),Tebul_Ure,óndó
7503,suck (e.g. candy),Tiranige,ónjó
7504,suck (e.g. candy),Togo_Kan,ɔ́ɲɔ́
7505,suck (e.g. candy),Tommo_So,ɔ́njɔ́
7506,suck (e.g. candy),Tomo_Kan_Segue,ʔɔ́njɛ́
7507,suck (e.g. candy),Toro_Tegu,ɔ́ⁿsɔ́
7508,suck (e.g. candy),Toro_Tegu,ɔ́ⁿsú
7509,suck (e.g. candy),Yanda_Dom,úmzó
7510,suck (e.g. candy),Yanda_Dom,úmzólì
7511,suck (e.g. candy),Yorno_So,ɔ́ɲɔ́
7512,suck (e.g. candy),Donno_So,ɔ́njɔ̀
7513,suck (e.g. candy),Donno_So,ɔ́nj-ɛ̀
7514,sugar cane,Bangime,mùùrɛ́
7515,sugar cane,Bankan_Tey,sùkàr kɔ̀ŋgùrɔ́
7516,sugar cane,Ben_Tey,sìrìpàlàkɔ̀ŋɔ̀rɔ́
7517,sugar cane,Bunoge,múlè
7518,sugar cane,Dogul_Dom,kàlá
7519,sugar cane,Jamsay_Douentza,sùkɔ̀rɔ̀cè:rú
7520,sugar cane,Mombo,ɛ̀mbà dúmbɛ́
7521,sugar cane,Najamba,súkàrà sìmbá
7522,sugar cane,Nanga,sìrìbàlɛ̀sɔ́gɔ̂
7523,sugar cane,Penange,sìnjàndúmbé
7524,sugar cane,Perge_Tegu,sìrìpàlàkèrú
7525,sugar cane,Sangha_So,káléj
7526,sugar cane,Sangha_So,sìgɔ̀rɔ̀ kɛ̀rú
7527,sugar cane,Tebul_Ure,kàlá
7528,sugar cane,Tiranige,úmbúlíyè
7529,sugar cane,Togo_Kan,sùgɔ̀rɔ̀kèrú
7530,sugar cane,Tommo_So,kálá
7531,sugar cane,Tommo_So,sànà gɛ́nɛ́
7532,sugar cane,Toro_Tegu,súkkàrà tùsùcèrù
7533,sugar cane,Yorno_So,sùgɔ̀rɔ̀kèrú
7534,sugar cane,Donno_So,kàlá
7535,sun,Ampari,gɛ̀wⁿɛ́
7536,sun,Bangime,n ɲíɛ́
7537,sun,Bankan_Tey,ùsú
7538,sun,Ben_Tey,ùsú
7539,sun,Bunoge,ɲɛ́ŋɛ̀
7540,sun,Bunoge,ʔírò
7541,sun,Dogul_Dom,ísígú
7542,sun,Gourou,nìnǐ:
7543,sun,Jamsay_Douentza,nìnǐ:
7544,sun,Jamsay_Mondoro,nìnǐ:
7545,sun,Mombo,gé:wⁿè
7546,sun,Najamba,ùjúŋgó
7547,sun,Nanga,ùsí
7548,sun,Penange,gɛ̀:ⁿ
7549,sun,Perge_Tegu,nìnǐ:
7550,sun,Sangha_So,nǎj
7551,sun,Tebul_Ure,ùdùgó
7552,sun,Tiranige,íɲímɛ̀
7553,sun,Tiranige,yècíndò
7554,sun,Togo_Kan,nùnùŋú
7555,sun,Tommo_So,nǎm
7556,sun,Toro_Tegu,nǒŋ
7557,sun,Yanda_Dom,ìzìgè
7558,sun,Yanda_Dom,ìzùgè
7559,sun,Yorno_So,nǎm
7560,sun,Donno_So,nǎŋ
7561,sweet potato,Bangime,kúù
7562,sweet potato,Bankan_Tey,màsàkú
7563,sweet potato,Ben_Tey,bànàkù: bùmbɔ́
7564,sweet potato,Ben_Tey,bànàkù: wòsô:
7565,sweet potato,Bunoge,kú
7566,sweet potato,Dogul_Dom,jɔ̀gɔ́
7567,sweet potato,Gourou,wòsó
7568,sweet potato,Jamsay_Douentza,bàlàkù:ⁿɲǎ:
7569,sweet potato,Jamsay_Douentza,màsàkû:
7570,sweet potato,Jamsay_Douentza,wósó
7571,sweet potato,Mombo,áwsáŋgè kú:ⁿ
7572,sweet potato,Mombo,kû:ⁿ
7573,sweet potato,Najamba,màsàkû:
7574,sweet potato,Najamba,màsàkû:ŋgò
7575,sweet potato,Nanga,bánákûr
7576,sweet potato,Nanga,bánákúrì
7577,sweet potato,Nanga,wòsó
7578,sweet potato,Penange,wòsó
7579,sweet potato,Perge_Tegu,wòsó
7580,sweet potato,Sangha_So,bàrⁿàkú
7581,sweet potato,Tebul_Ure,bàrⁿàkù:ⁿ bùmbá
7582,sweet potato,Tiranige,màsákú:
7583,sweet potato,Togo_Kan,bànàkǔ:
7584,sweet potato,Tommo_So,bànànkù bùmbɔ́
7585,sweet potato,Tomo_Kan_Segue,màsàkú
7586,sweet potato,Toro_Tegu,màsàkú
7587,sweet potato,Toro_Tegu,wòsó
7588,sweet potato,Yanda_Dom,bànàkùl bùmbɔ̀
7589,sweet potato,Yorno_So,bàrⁿàkǔ:
7590,sweet potato,Donno_So,kǔ:
7591,sweet sorghum (stalk chewed like sugar cane),Bangime,sǐnʤɛ̀
7592,sweet sorghum (stalk chewed like sugar cane),Bankan_Tey,sàzìjírⁿá
7593,sweet sorghum (stalk chewed like sugar cane),Ben_Tey,sànjírⁿà
7594,sweet sorghum (stalk chewed like sugar cane),Gourou,sànkírⁿɛ̀
7595,sweet sorghum (stalk chewed like sugar cane),Jamsay_Douentza,sàncírⁿè
7596,sweet sorghum (stalk chewed like sugar cane),Mombo,ɛ̀mbà dúmbɛ́
7597,sweet sorghum (stalk chewed like sugar cane),Najamba,sànàgínɛ́
7598,sweet sorghum (stalk chewed like sugar cane),Najamba,sànàgínɛ́ŋgó
7599,sweet sorghum (stalk chewed like sugar cane),Nanga,sànàgíndá
7600,sweet sorghum (stalk chewed like sugar cane),Penange,sìnjàndúmbé
7601,sweet sorghum (stalk chewed like sugar cane),Perge_Tegu,sàrgínè
7602,sweet sorghum (stalk chewed like sugar cane),Sangha_So,ɛ̀mɛ̀ kɛ̀rú
7603,sweet sorghum (stalk chewed like sugar cane),Tebul_Ure,sànàgɛ́rⁿɛ̀
7604,sweet sorghum (stalk chewed like sugar cane),Togo_Kan,ɛ̀mɛ̀sàⁿkírⁿí
7605,sweet sorghum (stalk chewed like sugar cane),Tommo_So,sànà gɛ́nɛ́
7606,sweet sorghum (stalk chewed like sugar cane),Tomo_Kan_Segue,cèrìkɔ̀ʔɔ̀ dɛ́yⁿ
7607,sweet sorghum (stalk chewed like sugar cane),Toro_Tegu,ká:rⁿà
7608,sweet sorghum (stalk chewed like sugar cane),Toro_Tegu,tùsùcèrú
7609,sweet sorghum (stalk chewed like sugar cane),Yanda_Dom,sànàgínɛ̀
7610,sweet sorghum (stalk chewed like sugar cane),Yorno_So,ɛ̀mɛ̀sàrⁿàgɛ́rⁿɛ̀
7611,sweet sorghum (stalk chewed like sugar cane),Dogul_Dom,ɛ̀mmɛ̀ sɛ̀nɛ̀gɛ́nɛ̀
7612,sweet sorghum (stalk chewed like sugar cane),Donno_So,ɛ̀mmɛ̀-dùmb-î:
7613,"sweet, sugary (taste)",Bangime,déɛ́rè
7614,"sweet, sugary (taste)",Bankan_Tey,ɛ́rùm
7615,"sweet, sugary (taste)",Ben_Tey,ɛ́rìm
7616,"sweet, sugary (taste)",Bunoge,dènjì
7617,"sweet, sugary (taste)",Dogul_Dom,ɛ̀llɛ́
7618,"sweet, sugary (taste)",Gourou,érù
7619,"sweet, sugary (taste)",Jamsay_Douentza,érù
7620,"sweet, sugary (taste)",Jamsay_Mondoro,érù
7621,"sweet, sugary (taste)",Mombo,ɛ́lɛ́lá
7622,"sweet, sugary (taste)",Mombo,ɛ́llá
7623,"sweet, sugary (taste)",Najamba,ɛ̀líyè
7624,"sweet, sugary (taste)",Najamba,ɛ̌lŋgò
7625,"sweet, sugary (taste)",Nanga,ɛ́rî
7626,"sweet, sugary (taste)",Penange,nsì:ⁿ
7627,"sweet, sugary (taste)",Perge_Tegu,érù
7628,"sweet, sugary (taste)",Tiranige,ní:njí
7629,"sweet, sugary (taste)",Togo_Kan,ɛ́lú
7630,"sweet, sugary (taste)",Tommo_So,ɛ́lɛ́lú
7631,"sweet, sugary (taste)",Toro_Tegu,ètú
7632,"sweet, sugary (taste)",Yanda_Dom,ɛ̌l
7633,"sweet, sugary (taste)",Yorno_So,ɛ́lɛ̀l
7634,"sweet, sugary (taste)",Yorno_So,ɛ̂:l
7635,"sweet, sugary (taste)",Tebul_Ure,ɛ́lɛ̀:
7636,"sweet, sugary (taste)",Tebul_Ure,ɛ́l-ŋgɔ̀
7637,"sweet, sugary (taste)",Tebul_Ure,ɛ́l-mbɔ̀
7638,"sweet, sugary (taste)",Donno_So,ɛ̀llú
7639,"swim, go swimming",Ampari,ɲándò
7640,"swim, go swimming",Bankan_Tey,yúnâm káŋ
7641,"swim, go swimming",Ben_Tey,ábâl bàlá
7642,"swim, go swimming",Bunoge,gɔ́ mɛ́rɛ̀
7643,"swim, go swimming",Jamsay_Douentza,bùgó
7644,"swim, go swimming",Jamsay_Douentza,ní:yêy yǎ:
7645,"swim, go swimming",Jamsay_Mondoro,ní:yêy yǎ:
7646,"swim, go swimming",Mombo,mì: búnjò:ⁿ ándé
7647,"swim, go swimming",Najamba,bàndè
7648,"swim, go swimming",Najamba,bándè bàndí
7649,"swim, go swimming",Nanga,nì:bɛ́ndì bɛ̀ndí
7650,"swim, go swimming",Penange,ɲí:ní kán
7651,"swim, go swimming",Perge_Tegu,bɛ́n bɛ̀nɛ́
7652,"swim, go swimming",Tebul_Ure,ínjé mùgó
7653,"swim, go swimming",Tiranige,yì:nì kán
7654,"swim, go swimming",Togo_Kan,bɛ̌n bɛ̀nɛ́
7655,"swim, go swimming",Tommo_So,dìì múgó yàá
7656,"swim, go swimming",Toro_Tegu,mùgó
7657,"swim, go swimming",Toro_Tegu,mùgú
7658,"swim, go swimming",Yanda_Dom,ínjú bùgó
7659,"swim, go swimming",Yorno_So,bònî: bànɛ́:
7660,"swim, go swimming",Yorno_So,dǐ: bànɛ́:
7661,"swim, go swimming",Yorno_So,yǎ:
7662,"swim, go swimming",Dogul_Dom,bɛ́ɲɲɛ̀
7663,"swim, go swimming",Donno_So,wɛ̀nnɛ́
7664,"swim, go swimming",Donno_So,wɛ́nn-ɛ̀
7665,"swim, go swimming",Donno_So,mùgó
7666,"swim, go swimming",Donno_So,múg-è
7667,"tail (of dog, sheep, etc.)",Ampari,dìrɔ́
7668,"tail (of dog, sheep, etc.)",Bangime,tííⁿ
7669,"tail (of dog, sheep, etc.)",Bankan_Tey,dúrà
7670,"tail (of dog, sheep, etc.)",Ben_Tey,dúrɔ̀
7671,"tail (of dog, sheep, etc.)",Bunoge,dílɔ̀
7672,"tail (of dog, sheep, etc.)",Dogul_Dom,dúlò
7673,"tail (of dog, sheep, etc.)",Gourou,dùrɔ́
7674,"tail (of dog, sheep, etc.)",Jamsay_Douentza,dúrɔ́
7675,"tail (of dog, sheep, etc.)",Mombo,dúlɔ́
7676,"tail (of dog, sheep, etc.)",Najamba,dúlɛ̀:
7677,"tail (of dog, sheep, etc.)",Najamba,dúlɔ̀:
7678,"tail (of dog, sheep, etc.)",Nanga,dúrâ
7679,"tail (of dog, sheep, etc.)",Penange,dìlɔ̀
7680,"tail (of dog, sheep, etc.)",Perge_Tegu,dúrɔ́
7681,"tail (of dog, sheep, etc.)",Sangha_So,dúlɔ́
7682,"tail (of dog, sheep, etc.)",Tebul_Ure,dúlá:
7683,"tail (of dog, sheep, etc.)",Tiranige,dìlɔ̀
7684,"tail (of dog, sheep, etc.)",Togo_Kan,dúrɔ́
7685,"tail (of dog, sheep, etc.)",Tommo_So,dúlɔ́
7686,"tail (of dog, sheep, etc.)",Tomo_Kan_Segue,jìlá
7687,"tail (of dog, sheep, etc.)",Toro_Tegu,báná
7688,"tail (of dog, sheep, etc.)",Yanda_Dom,dùlɔ́
7689,"tail (of dog, sheep, etc.)",Yorno_So,dúlɔ̀
7690,"tail (of dog, sheep, etc.)",Donno_So,dúlɔ̀
7691,take (sth) (general word),Bangime,ɲáw
7692,take (sth) (general word),Bangime,ʃíjɛ̀
7693,take (sth) (general word),Bankan_Tey,zɛ́
7694,take (sth) (general word),Ben_Tey,àyí
7695,take (sth) (general word),Bunoge,dúgɛ̀
7696,take (sth) (general word),Dogul_Dom,jɛ̀ɛ́
7697,take (sth) (general word),Dogul_Dom,yɛ̀ŋɛ́
7698,take (sth) (general word),Jamsay_Douentza,yàŋá
7699,take (sth) (general word),Jamsay_Mondoro,yàŋá
7700,take (sth) (general word),Najamba,jɛ́
7701,take (sth) (general word),Najamba,jɛ̀
7702,take (sth) (general word),Nanga,ǎy
7703,take (sth) (general word),Nanga,àyí
7704,take (sth) (general word),Penange,nɛ́mɛ́
7705,take (sth) (general word),Perge_Tegu,yɛ̀ŋgɛ́
7706,take (sth) (general word),Tebul_Ure,ɲǎ:
7707,take (sth) (general word),Tommo_So,jèɲɲé
7708,take (sth) (general word),Toro_Tegu,só
7709,take (sth) (general word),Yanda_Dom,tógó
7710,take (sth) (general word),Yanda_Dom,tó:
7711,take (sth) (general word),Yanda_Dom,zɛ̀nàlí
7712,take (sth) (general word),Yanda_Dom,zɛ̀nɛ́
7713,take (sth) (general word),Yorno_So,gèɲɛ́
7714,take (sth) (general word),Donno_So,yɛ̀ŋɛ́
7715,take (sth) (general word),Donno_So,yɛ́ŋ-ɛ̀
7716,"take a stroll, walk around",Ampari,jírò
7717,"take a stroll, walk around",Bankan_Tey,yórú yàríy
7718,"take a stroll, walk around",Ben_Tey,yílíwí yìlìwé
7719,"take a stroll, walk around",Ben_Tey,yórí: yàrìyí
7720,"take a stroll, walk around",Bunoge,yí:là yí:lè
7721,"take a stroll, walk around",Dogul_Dom,dùmàndá dùmɛ́
7722,"take a stroll, walk around",Jamsay_Douentza,yílíwú yìlìwé
7723,"take a stroll, walk around",Jamsay_Mondoro,yílíwú yìlìwé
7724,"take a stroll, walk around",Mombo,gì:lì gí:lè
7725,"take a stroll, walk around",Najamba,yál yàlíyɛ́
7726,"take a stroll, walk around",Nanga,yórì yàríyí
7727,"take a stroll, walk around",Penange,yìgìlà yígílè
7728,"take a stroll, walk around",Perge_Tegu,yílú: yìlìwé
7729,"take a stroll, walk around",Sangha_So,jàárí
7730,"take a stroll, walk around",Sangha_So,gɔ́ŋgúrú gɔ̀ŋgúrú
7731,"take a stroll, walk around",Tiranige,tóndá: ún
7732,"take a stroll, walk around",Togo_Kan,gɔ́ŋúrⁿú gɔ̀ŋúrⁿù
7733,"take a stroll, walk around",Togo_Kan,ɲɛ̀ŋî:
7734,"take a stroll, walk around",Tommo_So,yólú yàlíyɛ́
7735,"take a stroll, walk around",Toro_Tegu,tɔ́ŋúnɔ́
7736,"take a stroll, walk around",Toro_Tegu,tɔ́ŋúnɔ̀ tɔ́ŋúnú
7737,"take a stroll, walk around",Yanda_Dom,yǎl yàlíyɛ́
7738,"take a stroll, walk around",Yorno_So,yólú yàlɛ́:
7739,"take a stroll, walk around",Tebul_Ure,yàl-í:
7740,"take a stroll, walk around",Donno_So,yàl-ɛ́:-
7741,"take a stroll, walk around",Donno_So,yál-ì-ỳ
7742,"take a stroll, walk around",Donno_So,yà:lɛ̀:nú bòló
7743,"take a stroll, walk around",Donno_So,yèd-é:
7744,"take a stroll, walk around",Donno_So,yéd-ì-ỳ
7745,tell an outright lie,Bangime,ɡíjɛ̀ n sɛ̀rɛ̀
7746,tell an outright lie,Bankan_Tey,bɛ̀rɛ̀kɛ́sɛ̀ kɛ́sɛ́
7747,tell an outright lie,Ben_Tey,pìrècɛ́sɛ̀ cɛ́sɛ́
7748,tell an outright lie,Jamsay_Douentza,bɛ̀rɛ̀cɛ́jɛ̀ cɛ́jɛ́
7749,tell an outright lie,Najamba,bɛ̀rɛ̀kɛ́jɛ̀ kɛ́jɛ́
7750,tell an outright lie,Nanga,bɛ̀rɛ̀kɛ́sɛ̂ kɛ́sɛ́
7751,tell an outright lie,Perge_Tegu,bɛ̀rɛ̀kɛ́sɛ̀ kɛ́sɛ́
7752,tell an outright lie,Tommo_So,kàkàlù gɛ́m kálá
7753,tell an outright lie,Toro_Tegu,àrùkɔ́m kɔ́rúm
7754,tell an outright lie,Toro_Tegu,kɔ́rúmɔ́
7755,tell an outright lie,Yanda_Dom,bɛ̀rɛ̀kɛ́zɛ̀ kɛ́zɛ́
7756,tell an outright lie,Yorno_So,kálá
7757,tell an outright lie,Dogul_Dom,dîg dìgɛ́
7758,ten,Ampari,pɛ́:ró
7759,ten,Bankan_Tey,pɛ́:rú
7760,ten,Ben_Tey,pɛ́rú
7761,ten,Bunoge,kóbéwⁿ
7762,ten,Dogul_Dom,pɛ́ɛ̀l
7763,ten,Gourou,pɛ́rɛ́
7764,ten,Jamsay_Douentza,pɛ́rú
7765,ten,Mombo,pɛ́:lù
7766,ten,Najamba,píyɛ́lì
7767,ten,Nanga,pɛ́:rù
7768,ten,Penange,gè pɛ́:l
7769,ten,Penange,pɛ̀:l
7770,ten,Penange,pɛ́:lú
7771,ten,Penange,pɛ̀:lù
7772,ten,Perge_Tegu,pɛ́rú
7773,ten,Sangha_So,pɛ́l
7774,ten,Tebul_Ure,pɛ́lú
7775,ten,Tiranige,pìyɔ̀lù
7776,ten,Togo_Kan,pɛ́rú
7777,ten,Tommo_So,pɛ́lú
7778,ten,Toro_Tegu,pɛ́:rú
7779,ten,Yanda_Dom,yèpíyél
7780,ten,Yanda_Dom,píyɛ́l
7781,ten,Yorno_So,pɛ́l
7782,ten,Donno_So,pɛ́lù
7783,"that (far-distant, all unpredictable forms)",Ben_Tey,m̀bá
7784,"that (far-distant, all unpredictable forms)",Najamba,òmá:
7785,"that (far-distant, all unpredictable forms)",Sangha_So,kɔ́ɔ́n
7786,"that (far-distant, all unpredictable forms)",Tiranige,yáwò
